id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
937.0,2012-11-30,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,can,330ml,0.29,76563.0
938.0,2012-11-30,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,1.04,21501.0
939.0,2012-11-30,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.52,30370.0
940.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.38,11537.0
941.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.9,13421.0
942.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.09,25068.0
943.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,plastic,1.5lt,2.43,14280.0
944.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.7,23106.0
945.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.64,43422.0
946.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,can,330ml,0.24,62668.0
947.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.5,58307.0
948.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.89,31812.0
949.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,can,330ml,0.27,59197.0
950.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.76,7975.0
951.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.59,20137.0
952.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,glass,500ml,1.38,7396.0
953.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,plastic,1.5lt,2.6,7695.0
954.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,can,330ml,0.9,7746.0
955.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,glass,500ml,1.27,11517.0
956.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,plastic,1.5lt,2.7,10730.0
957.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,can,330ml,0.83,11914.0
958.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,glass,500ml,0.85,17855.0
959.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,plastic,1.5lt,1.95,11883.0
960.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,can,330ml,0.38,30196.0
961.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,glass,500ml,0.58,31705.0
962.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,plastic,1.5lt,0.86,25180.0
963.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,can,330ml,0.35,26078.0
964.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,plastic,1.5lt,2.17,7043.0
965.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,can,330ml,0.15,34132.0
966.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass,500ml,1.22,11970.0
967.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.65,12070.0
968.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,1.3,13905.0
969.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic,1.5lt,1.96,18894.0
970.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.67,19537.0
971.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can,330ml,0.58,15193.0
972.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.39,52602.0
973.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,1.01,20065.0
974.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,0.95,12544.0
975.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,1.61,14904.0
976.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can,330ml,0.62,14430.0
977.0,2012-11-30,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.51,26126.0
978.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,glass,500ml,1.08,17147.0
979.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.63,32423.0
980.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,3.0,10784.0
981.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.21,59991.0
982.0,2012-11-30,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.41,26956.0
983.0,2012-11-30,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,plastic,1.5lt,1.19,27306.0
984.0,2012-11-30,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,0.54,36874.0
985.0,2012-11-30,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can,330ml,0.11,69182.0
986.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,2.47,10053.0
987.0,2012-11-30,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,glass,500ml,0.91,11721.0
988.0,2012-11-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.15,22469.0
989.0,2012-11-30,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.43,25095.0
990.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass,500ml,1.56,9223.0
991.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic,1.5lt,3.85,6914.0
992.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,glass,500ml,1.03,22107.0
993.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,can,330ml,0.77,18272.0
994.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass,500ml,0.85,26348.0
995.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic,1.5lt,1.53,21664.0
996.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can,330ml,0.47,32152.0
997.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass,500ml,0.63,27331.0
998.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic,1.5lt,0.79,35371.0
999.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can,330ml,0.24,54655.0
1000.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,glass,500ml,1.0,13161.0
1001.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic,1.5lt,1.96,13239.0
1002.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can,330ml,0.74,10409.0
1003.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,glass,500ml,1.05,20746.0
1004.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,plastic,1.5lt,3.24,11276.0
1005.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,kinder-cola,can,330ml,0.55,29338.0
1006.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,glass,500ml,0.93,31221.0
1007.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,plastic,1.5lt,2.65,18689.0
1008.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,adult-cola,can,330ml,0.75,26768.0
1009.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,plastic,1.5lt,1.55,30256.0
1010.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,can,330ml,0.36,56182.0
1011.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,glass,500ml,0.52,60011.0
1012.0,2012-12-31,Irakleion,,25.14341,134219.0,shop_2,gazoza,plastic,1.5lt,0.98,35066.0
1013.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,gazoza,can,330ml,0.31,61168.0
1014.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,plastic,1.5lt,2.13,15467.0
1015.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,can,330ml,0.59,27776.0
1016.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,glass,500ml,1.23,24272.0
1017.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,plastic,1.5lt,3.68,11714.0
1018.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,kinder-cola,can,330ml,0.61,30662.0
1019.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,glass,500ml,1.35,24156.0
1020.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,plastic,1.5lt,2.42,27105.0
1021.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,adult-cola,can,330ml,0.7,35552.0
1022.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,plastic,1.5lt,1.09,50581.0
1023.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,plastic,1.5lt,0.7,59301.0
1024.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,can,330ml,0.25,91445.0
1025.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,plastic,1.5lt,1.79,24971.0
1026.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,can,330ml,0.53,41493.0
1027.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,plastic,1.5lt,3.09,12669.0
1028.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,can,330ml,0.79,21564.0
1029.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,plastic,1.5lt,3.1,11574.0
1030.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,can,330ml,0.66,33322.0
1031.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,glass,500ml,0.95,26638.0
1032.0,2012-12-31,Thessaloniki,40.64361,,346502.0,shop_4,orange-power,plastic,1.5lt,1.08,37159.0
1033.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,orange-power,can,330ml,0.44,53822.0
1034.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,glass,500ml,0.59,50951.0
1035.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,plastic,1.5lt,0.79,43113.0
1036.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,gazoza,can,330ml,0.35,51585.0
1037.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,glass,500ml,0.91,25633.0
1038.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,plastic,1.5lt,2.36,17784.0
1039.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,lemon-boost,can,330ml,0.58,30137.0
1040.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,glass,500ml,1.19,9070.0
1041.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,plastic,1.5lt,2.39,8705.0
1042.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,glass,500ml,1.37,7761.0
1043.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,can,330ml,0.77,14590.0
1044.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,plastic,1.5lt,1.68,21555.0
1045.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,can,330ml,0.25,46779.0
1046.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,glass,500ml,0.54,29906.0
1047.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,plastic,1.5lt,0.72,26032.0
1048.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,gazoza,can,330ml,0.32,32935.0
1049.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,glass,500ml,0.87,17424.0
1050.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,plastic,1.5lt,1.67,13500.0
1051.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,,500ml,1.4,7497.0
1052.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic,1.5lt,3.13,9485.0
1053.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass,500ml,0.84,28450.0
1054.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic,1.5lt,1.9,17890.0
1055.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can,330ml,0.64,25128.0
1056.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass,500ml,0.89,28010.0
1057.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic,1.5lt,1.49,19296.0
1058.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can,330ml,0.6,23250.0
1059.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass,500ml,0.49,58837.0
1060.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can,330ml,0.25,46834.0
1061.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass,500ml,0.79,21501.0
1062.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic,1.5lt,1.98,14381.0
1063.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can,330ml,0.38,34287.0
1064.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,kinder-cola,can,330ml,0.94,7603.0
1065.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,kinder-cola,glass,500ml,1.24,17085.0
1066.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,can,330ml,0.45,58362.0
1067.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,gazoza,glass,500ml,0.58,55913.0
1068.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can,330ml,0.91,11981.0
1069.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,lemon-boost,glass,500ml,1.0,18292.0
1070.0,2012-12-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic,1.5lt,2.88,12347.0
1071.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic,1.5lt,1.32,16149.0
1072.0,2012-12-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can,330ml,0.83,14501.0
1073.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,lemon-boost,can,330ml,0.55,14992.0
1074.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,orange-power,glass,500ml,0.83,24244.0
1075.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,orange-power,glass,500ml,0.72,51717.0
1076.0,2012-12-31,Patra,38.24444,21.73444,164250.0,shop_6,lemon-boost,glass,500ml,0.99,24650.0
1077.0,2012-12-31,Irakleion,35.32787,25.14341,134219.0,shop_2,orange-power,glass,500ml,0.72,40032.0
1078.0,2012-12-31,Athens,37.96245,23.68708,672130.0,shop_3,adult-cola,plastic,1.5lt,2.63,10283.0
1079.0,2012-12-31,Thessaloniki,40.64361,22.93086,346502.0,shop_4,adult-cola,glass,500ml,1.26,21803.0
1080.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,glass,500ml,1.32,9374.0
1081.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,plastic,1.5lt,2.47,7861.0
1082.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,can,330ml,0.66,14972.0
1083.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,glass,500ml,1.23,14847.0
1084.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,plastic,1.5lt,2.73,11531.0
1085.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,adult-cola,can,330ml,0.79,12185.0
1086.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,glass,500ml,0.79,27025.0
1087.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,plastic,1.5lt,1.47,16027.0
1088.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,orange-power,can,330ml,0.39,39338.0
1089.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,glass,500ml,0.68,26337.0
1090.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,plastic,1.5lt,0.94,25126.0
1091.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,gazoza,can,330ml,0.36,24232.0
1092.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,glass,500ml,0.97,12802.0
1093.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,plastic,1.5lt,1.6,13822.0
1094.0,2013-01-31,Athens,37.97945,23.71622,671022.0,shop_1,lemon-boost,can,330ml,0.52,20164.0
1095.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,kinder-cola,glass,500ml,1.28,12802.0
1096.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,kinder-cola,plastic,1.5lt,4.02,6082.0
1097.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,kinder-cola,can,330ml,0.95,10696.0
1098.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,adult-cola,glass,500ml,1.19,16758.0
1099.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,adult-cola,plastic,1.5lt,3.31,10362.0
1100.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,adult-cola,can,330ml,0.65,21490.0
1101.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,orange-power,glass,500ml,0.8,27176.0
1102.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,orange-power,can,330ml,0.4,38486.0
1103.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,gazoza,glass,500ml,0.63,36510.0
1104.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,gazoza,plastic,1.5lt,1.07,28929.0
1105.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,gazoza,can,330ml,0.34,34739.0
1106.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,lemon-boost,glass,500ml,0.86,20029.0
1107.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,lemon-boost,plastic,1.5lt,1.7,14558.0
1108.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,lemon-boost,can,330ml,0.55,21923.0
1109.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,kinder-cola,glass,500ml,1.27,15080.0
1110.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,kinder-cola,plastic,1.5lt,2.84,13693.0
1111.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,kinder-cola,can,330ml,0.56,27660.0
1112.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,adult-cola,glass,500ml,0.96,27155.0
1113.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,adult-cola,plastic,1.5lt,3.2,12030.0
1114.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,adult-cola,can,330ml,0.58,31191.0
1115.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,orange-power,plastic,1.5lt,1.03,44073.0
1116.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,gazoza,plastic,1.5lt,0.84,43812.0
1117.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,gazoza,can,330ml,0.34,46351.0
1118.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,lemon-boost,glass,500ml,1.12,16827.0
1119.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,kinder-cola,glass,500ml,1.3,13384.0
1120.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,kinder-cola,plastic,1.5lt,1.88,15304.0
1121.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,kinder-cola,can,330ml,0.91,12877.0
1122.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,adult-cola,glass,500ml,1.29,14756.0
1123.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,adult-cola,plastic,1.5lt,2.51,16914.0
1124.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,adult-cola,can,330ml,0.67,22256.0
1125.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,orange-power,glass,500ml,0.81,35077.0
1126.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,orange-power,plastic,1.5lt,1.12,27061.0
1127.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,orange-power,can,330ml,0.4,42673.0
1128.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,gazoza,plastic,1.5lt,0.8,40186.0
1129.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,lemon-boost,glass,500ml,1.12,16718.0
1130.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,lemon-boost,plastic,1.5lt,1.81,14738.0
1131.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,lemon-boost,can,330ml,0.37,33278.0
1132.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,kinder-cola,glass,500ml,1.26,8360.0
1133.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,kinder-cola,plastic,1.5lt,1.77,9271.0
1134.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,kinder-cola,can,330ml,0.87,6574.0
1135.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,adult-cola,glass,500ml,1.29,9922.0
1136.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,adult-cola,plastic,1.5lt,3.06,7273.0
1137.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,adult-cola,can,330ml,0.64,14646.0
1138.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,orange-power,glass,500ml,1.0,11702.0
1139.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,orange-power,can,330ml,0.47,20610.0
1140.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,gazoza,glass,500ml,0.69,15913.0
1141.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,gazoza,plastic,1.5lt,0.77,22308.0
1142.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,gazoza,can,330ml,0.39,14101.0
1143.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,lemon-boost,glass,500ml,0.99,12024.0
1144.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,lemon-boost,plastic,1.5lt,1.63,10910.0
1145.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,lemon-boost,can,330ml,0.59,12685.0
1146.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,glass,500ml,1.01,11645.0
1147.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,plastic,1.5lt,2.68,6192.0
1148.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,kinder-cola,can,330ml,0.98,8051.0
1149.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,glass,500ml,1.23,11937.0
1150.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,plastic,1.5lt,1.47,17597.0
1151.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,plastic,1.5lt,1.19,18507.0
1152.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,can,330ml,0.39,23237.0
1153.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,glass,500ml,0.76,18004.0
1154.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,plastic,1.5lt,2.17,9720.0
1155.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,lemon-boost,can,330ml,0.62,13509.0
1156.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,gazoza,glass,500ml,0.53,64460.0
1157.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,can,330ml,0.74,13255.0
1158.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,lemon-boost,plastic,1.5lt,1.78,19124.0
1159.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,orange-power,can,330ml,0.47,47618.0
1160.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,orange-power,glass,500ml,0.67,36470.0
1161.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,gazoza,glass,500ml,0.4,45807.0
1162.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,can,330ml,0.49,27216.0
1163.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,gazoza,glass,500ml,0.63,33261.0
1164.0,2013-01-31,Athens,37.96245,23.68708,671022.0,shop_3,orange-power,plastic,1.5lt,1.2,15938.0
1165.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,orange-power,glass,500ml,1.06,10028.0
1166.0,2013-01-31,Irakleion,35.32787,25.14341,135432.0,shop_2,orange-power,plastic,1.5lt,1.61,21205.0
1167.0,2013-01-31,Thessaloniki,40.64361,22.93086,347001.0,shop_4,gazoza,can,330ml,0.27,53951.0
1168.0,2013-01-31,Patra,38.24444,21.73444,166301.0,shop_6,lemon-boost,can,330ml,0.62,22343.0
1169.0,2013-01-31,Larisa,39.63689,22.41761,139242.0,shop_5,adult-cola,plastic,1.5lt,3.26,7274.0
1170.0,2013-02-28,Athens,37.97945,23.71622,671022.0,shop_1,kinder-cola,glass,500ml,0.86,11893.0
